#pLT is two-dimensional [i,r]=[component, individual]
#[i,*] means all data in row i.

param pLT := 
[1,*]
1  0    2  7    3  5    4  7    5  6    6  8    7  6    8  7    9  3    10 6    
11 4    12 8    13 4    14 8    15 6    16 7    17 7    18 6    19 4    20 7    
21 6    22 7    23 8    24 8    25 5    26 6    27 4    28 7    29 8    30 7    
31 5    32 7    

[2,*]
1  2    2  3    3  4    4  3    5  4    6  3    7  4    8  2    9  3    10 2    
11 4    12 2    13 4    14 3    15 4    16 4    17 3    18 2    19 4    20 4    
21 4    22 4    23 4    24 3    25 3    26 2    27 4    28 4    29 4    30 3    
31 4    32 4    

[3,*]
1  1    2  3    3  2    4  3    5  3    6  3    7  1    8  2    9  2    10 3    
11 1    12 3    13 2    14 3    15 3    16 3    17 2    18 3    19 3    20 3    
21 3    22 3    23 2    24 2    25 2    26 3    27 3    28 3    29 2    30 3    
31 3    32 2    

[4,*]
1  1    2  2    3  3    4  2    5  3    6  1    7  2    8  1    9  3    10 1    
11 3    12 2    13 3    14 2    15 2    16 1    17 2    18 2    19 2    20 3    
21 3    22 2    23 2    24 1    25 2    26 3    27 3    28 2    29 2    30 2    
31 2    32 2    

[5,*]
1  1    2  2    3  1    4  2    5  1    6  1    7  1    8  2    9  1    10 2    
11 1    12 2    13 2    14 1    15 1    16 1    17 1    18 1    19 2    20 2    
21 1    22 1    23 1    24 2    25 2    26 2    27 1    28 1    29 1    30 1    
31 1    32 2    

[6,*]
1  3    2  4    3  4    4  2    5  3    6  2    7  5    8  2    9  5    10 4    
11 4    12 4    13 4    14 2    15 4    16 4    17 4    18 5    19 5    20 3    
21 3    22 2    23 4    24 5    25 4    26 3    27 4    28 4    29 3    30 3    
31 5    32 4    

[7,*]
1  4    2  6    3  3    4  5    5  4    6  7    7  3    8  7    9  5    10 6    
11 6    12 6    13 4    14 6    15 6    16 6    17 7    18 7    19 5    20 5    
21 4    22 6    23 7    24 6    25 4    26 6    27 6    28 5    29 5    30 7    
31 6    32 6    

[8,*]
1  1    2  1    3  1    4  1    5  2    6  1    7  2    8  1    9  2    10 1    
11 1    12 1    13 1    14 1    15 1    16 2    17 2    18 1    19 1    20 1    
21 1    22 2    23 1    24 1    25 1    26 1    27 1    28 1    29 2    30 2    
31 1    32 2    
;
